tanggal_entry;PARTNO_INDUK;Part No.;Part Name;Shop Code;Job No.;Qty/Kbn;Rack Address;Hole Address;Rack Layer;Position;Cap Hole;Ratio;Part Remark;Implementation Date;Type;Code Area;Area;Zone;POS
13/09/2019 09:00;90048-71278-00;90048-71278-00;PLUG HOLE;ASSY 2;TG-0327;500;P-PBS-A01;N01;1;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90467-09196-00;90467-09196-00;CLIP;ASSY 2;TG-0881;1000;P-PBS-A01;N02;1;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90044-80667-00;90044-80667-00;GROMMET;ASSY 2;TG-1215;1000;P-PBS-A01;N03;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;53455-BZ130-00;53455-BZ130-00;CLAMP HOOD SUPPORT ROD;ASSY 2;NX-2801;150;P-PBS-A01;N04;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;52581-BZ110-00;52581-BZ110-00;PROTECTOR RR BUMPER FILLER;ASSY 2;GT-2706;1000;P-PBS-A01;N05;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;53455-BZ080-00;53455-BZ080-00;CLAMP HOOD SUPPORT ROD;ASSY 2;AX-2753;300;P-PBS-A01;N10;3;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-48054-00;9004A-48054-00;GROMMET;ASSY 2;NX-1215;1000;P-PBS-A01;N11;4;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-10168-00;9004A-10168-00;BOLT FLANGE;ASSY 2;NX-3966;1500;P-PBS-A01;N12;4;TOP;5;13;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90041-19587-00;90041-19587-00;BOLT W/WASHER;ASSY 2;TG-1143;1250;P-PBS-A01;N13;4;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;53451-BZ120-00;53451-BZ120-00;ROD HOOD SUPPORT;ASSY 2;NX-2800;75;P-PBS-A01;N16;5;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;53451-BZ140-00;53451-BZ140-00;ROD HOOD SUPPORT;ASSY 2;GT-0326;50;P-PBS-A01;N17;5;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;53440-BZ080-00;53440-BZ080-00;SUPPORT ASSY HOOD;ASSY 2;GT-1978;50;P-PBS-A01;N18;5;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;53451-BZ130-00;53451-BZ130-00;ROD HOOD SUPPORT;ASSY 2;GT-0325;50;P-PBS-A01;N19;5;TOP;5;100;1 - Full JIT;08-Apr-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-48059-00;9004A-48059-00;GROMMET;ASSY 2;GT-4802;1000;P-PBS-A02;N01;1;TOP;4;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-95068-00;9004A-95068-00;PLUG HOLE;ASSY 2;TR-3791;2000;P-PBS-A02;N02;1;TOP;4;17;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90041-89084-00;90041-89084-00;GROMMET SCREW;ASSY 2;TG-0261;2000;P-PBS-A02;N03;1;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;72691-BZ020-00;72691-BZ020-00;STRIKER RR SEAT CUSHION LOCK;ASSY 2;GT-0747;120;P-PBS-A02;N04;1;TOP;8;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;63342-BZ130-00;63342-BZ130-00;PAD ROOF SILENCER NO.2;ASSY 2;NX-3019;60;P-PBS-A02;N05;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;55787-BZ010-00;55787-BZ010-00;INSULATOR COWL TOP PANEL NO.1;ASSY 2;NX-3527;48;P-PBS-A02;N06;1;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;63341-BZ020-00;63341-BZ020-00;PAD ROOF SILENCER;ASSY 2;GT-0495;6;P-PBS-A02;N07;1;TOP;8;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;63341-BZ120-00;63341-BZ120-00;PAD ROOF SILENCER;ASSY 2;GT-3714;10;P-PBS-A02;N08;1;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;63357-BZ040-00;63357-BZ040-00;SILENCER ROOF;ASSY 2;NX-0603;20;P-PBS-A02;N11;1;TOP;6;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;58136-BZ010-00;58136-BZ010-00;COVER FR FLOOR HOLE;ASSY 2;AX-0322;400;P-PBS-A02;N12;1;TOP;4;34;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-35009-00;9004A-35009-00;COVER HOLE;ASSY 2;GT-2505;500;P-PBS-A02;N13;2;TOP;5;50;1 - Full JIT;30-Jul-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;55217-B2011-00;55217-B2011-00;RETAINER DASH PANEL SILENCER;ASSY 2;TG-1336;175;P-PBS-A02;N14;2;TOP;5;100;1 - Full JIT;30-Jul-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;82711-BZ100-00;82711-BZ100-00;CLAMP WIRING HARNESS;ASSY 2;GT-2195;1000;P-PBS-A02;N15;2;TOP;5;25;1 - Full JIT;30-Jul-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;63342-BZ250-00;63342-BZ250-00;PAD ROOF SILENCER NO.2;ASSY 2;NX-4612;10;P-PBS-A02;N16;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;72692-BZ030-00;72692-BZ030-00;STRIKER RR SEAT CUSHION LOCK NO.2;ASSY 2;NX-2206;120;P-PBS-A02;N17;2;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-11265-00;9004A-11265-00;BOLT W/WASHER;ASSY 2;GT-4526;360;P-PBS-A02;N18;2;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-53002-00;9004A-53002-00;FASTENER HOOK;ASSY 2;GT-2833;1000;P-PBS-A02;N19;2;TOP;5;25;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;63342-BZ071-00;63342-BZ071-00;SILENCER ROOF NO.2;ASSY 2;NX-4273;10;P-PBS-A02;N20;2;TOP;5;100;1 - Full JIT;08-Apr-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;85370-BZ301-00;85370-BZ301-00;HOSE ASSY WASHER;ASSY 2;GT-3822;75;P-PBS-A03;N01;1;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;82171-BZ250-00;82171-BZ250-00;WIRE ROOF;ASSY 2;GT-1011;20;P-PBS-A03;N02;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;82171-BZ220-00;82171-BZ220-00;WIRE ROOF;ASSY 2;GT-1009;20;P-PBS-A03;N03;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90044-80126-00;90044-80126-00;GROMMET;ASSY 2;TG-0309;200;P-PBS-A03;N04;1;TOP;6;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;82171-BZ340-00;82171-BZ340-00;WIRE ROOF;ASSY 2;GT-2194;20;P-PBS-A03;N05;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;67772-BZ010-00;67772-BZ010-00;CAP DOOR TRIM RETAINER;ASSY 2;AX-0206;1600;P-PBS-A03;N06;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-95048-00;9004A-95048-00;PLUG HOLE;ASSY 2;AX-1897;1500;P-PBS-A03;N07;1;TOP;5;17;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;73350-BZ120-B1;73350-BZ120-B1;BELT ASSY RR SEAT OUTER CTR;ASSY 2;NX-4667;1;P-PBS-A03;N08;2;TOP;20;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;82171-BZ330-00;82171-BZ330-00;WIRE ROOF;ASSY 2;GT-2193;20;P-PBS-A03;N09;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-10202-00;9004A-10202-00;BOLT FLANGE;ASSY 2;NX-3495;300;P-PBS-A03;N10;2;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-11188-00;9004A-11188-00;BOLT W/WASHER;ASSY 2;TR-2036;2000;P-PBS-A03;N11;2;TOP;10;20;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;82711-BZ100-00;82711-BZ100-00;CLAMP WIRING HARNESS;ASSY 2;GT-2195;1000;P-PBS-A03;N12;2;TOP;10;25;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;82171-BZ290-00;82171-BZ290-00;WIRE ROOF;ASSY 2;GT-1012;15;P-PBS-A03;N13;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;82171-BZ210-00;82171-BZ210-00;WIRE ROOF;ASSY 2;GT-1008;20;P-PBS-A03;N14;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;55374-BZ130-00;55374-BZ130-00;BRACKET INSTRUMENT PANEL LWR MT NO.1;ASSY 2;GT-0366;300;P-PBS-A03;N15;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;55375-BZ060-00;55375-BZ060-00;BRACKET INSTRUMENT PANEL LWR MT NO.2;ASSY 2;GT-0367;300;P-PBS-A03;N16;2;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90541-09143-00;90541-09143-00;CUSHION;ASSY 2;TG-1487;1000;P-PBS-A04;N01;1;TOP;5;100;1 - Full JIT;30-Jul-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75958-BZ040-C0;75958-BZ040-C0;TAPE BLACK OUT FR DOOR OUTER RR LH (AX05);ASSY 2;NX-0846;180;P-PBS-A04;N02;1;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75934-BZ050-C0;75934-BZ050-C0;TAPE BLACK OUT RR DOOR OUTER FR LH (AX05);ASSY 2;NX-0840;180;P-PBS-A04;N03;1;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;87268-BZ030-00;87268-BZ030-00;PROTECTOR;ASSY 2;GT-2431;180;P-PBS-A04;N04;1;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75931-BZ050-C0;75931-BZ050-C0;TAPE BLACK OUT RR DOOR OUTER UPR RH (AX05);ASSY 2;NX-0837;150;P-PBS-A04;N05;1;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75956-BZ040-C0;75956-BZ040-C0;TAPE BLACK OUT FR DOOR OUTER UPR LH (AX05);ASSY 2;NX-0844;180;P-PBS-A04;N06;1;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;85381-BZ080-00;85381-BZ080-00;NOZZLE FR WASHER;ASSY 2;GT-1069;400;P-PBS-A04;N07;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90044-68278-00;90044-68278-00;CLIP;ASSY 2;TG-0303;1000;P-PBS-A04;N08;1;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;66280-B5030-00;66280-B5030-00;CHAIN ASSY TAIL GATE;ASSY 2;TG-0108;50;P-PBS-A04;N09;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-53002-00;9004A-53002-00;FASTENER HOOK;ASSY 2;GT-2833;1000;P-PBS-A04;N10;1;TOP;10;25;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;55445-87502-00;55445-87502-00;PLATE INSTRUMENT PANEL FINISH;ASSY 2;TG-0075;2000;P-PBS-A04;N11;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;67812-BZ010-00;67812-BZ010-00;PAD RR DOOR SILINCER;ASSY 2;GT-3853;200;P-PBS-A04;N12;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-11256-00;9004A-11256-00;BOLT W/WASHER;ASSY 2;RT-0816;400;P-PBS-A04;N13;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;94151-81041-00;94151-81041-00;NUT FLANGE;ASSY 2;NX-2407;1000;P-PBS-A04;N14;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90041-05547-00;90041-05547-00;BOLT W/WASHER;ASSY 2;JH-1032;850;P-PBS-A04;N15;2;TOP;4;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;72692-BZ030-00;72692-BZ030-00;STRIKER RR SEAT CUSHION LOCK NO.2;ASSY 2;NX-2206;120;P-PBS-A04;N16;2;TOP;8;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90048-71303-00;90048-71303-00;PLUG HOLE;ASSY 2;TG-1108;1000;P-PBS-A04;N17;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;61726-87Z01-00;61726-87Z01-00;PLATE FUEL INLET BOX COVER;ASSY 2;ZL-0372;200;P-PBS-A04;N18;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90044-80409-00;90044-80409-00;GROMMET;ASSY 2;TG-0310;1000;P-PBS-A04;N19;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90041-89038-00;90041-89038-00;GROMMET SCREW;ASSY 2;TG-0258;1000;P-PBS-A04;N20;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75915-BZ040-C0;75915-BZ040-C0;TAPE BLACK OUT CTR PILLAR RH (AX05);ASSY 2;NX-0835;180;P-PBS-A04;N21;2;TOP;2;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75989-BZ010-C0;75989-BZ010-C0;STRIPE RR DOOR OUTSIDE UPR LH;ASSY 2;GT-2152;180;P-PBS-A04;N22;2;TOP;2;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75955-BZ040-C0;75955-BZ040-C0;TAPE BLACK OUT FR DOOR OUTER UPR RH (AX05);ASSY 2;NX-0843;180;P-PBS-A04;N23;2;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75932-BZ050-C0;75932-BZ050-C0;TAPE BLACK OUT RR DOOR OUTER UPR LH (AX05);ASSY 2;NX-0838;150;P-PBS-A04;N24;2;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75916-BZ040-C0;75916-BZ040-C0;TAPE BLACK OUT CTR PILLAR LH (AX05);ASSY 2;NX-0836;180;P-PBS-A04;N25;2;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75936-BZ060-C0;75936-BZ060-C0;TAPE BLACK OUT RR DOOR OUTER RR LH (AX05);ASSY 2;NX-0842;180;P-PBS-A04;N26;3;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75957-BZ040-C0;75957-BZ040-C0;TAPE BLACK OUT FR DOOR OUTER RR RH (AX05);ASSY 2;NX-0845;180;P-PBS-A04;N27;3;TOP;2;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75933-BZ050-C0;75933-BZ050-C0;TAPE BLACK OUT RR DOOR OUTER FR RH (AX05);ASSY 2;NX-0839;180;P-PBS-A04;N28;3;TOP;2;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75935-BZ060-C0;75935-BZ060-C0;TAPE BLACK OUT RR DOOR OUTER RR RH (AX05);ASSY 2;NX-0841;180;P-PBS-A04;N29;3;TOP;2;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;68395-BZ010-00;68395-BZ010-00;SPACER SLIDE DOOR CTR RAIL;ASSY 2;GT-2389;350;P-PBS-A04;N30;3;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-18034-00;9004A-18034-00;GROMMET SCREW;ASSY 2;AX-2200;1000;P-PBS-A04;N31;3;TOP;5;20;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90044-80633-00;90044-80633-00;GROMMET;ASSY 2;TG-0311;500;P-PBS-A04;N32;3;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-95058-00;9004A-95058-00;PLUG HOLE;ASSY 2;NX-3726;300;P-PBS-A04;N33;3;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75975-BZ010-00;75975-BZ010-00;SEAL FR DOOR OUTSIDE RH;ASSY 2;GT-2529;500;P-PBS-A04;N34;3;TOP;5;100;1 - Full JIT;08-Apr-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75979-BZ010-C0;75979-BZ010-C0;STRIPE RR DOOR OUTSIDE UPR RH;ASSY 2;GT-2151;180;P-PBS-A04;N35;3;TOP;5;100;1 - Full JIT;08-Apr-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;68615-BZ020-00;68615-BZ020-00;CUSHION BACK DOOR CHECK ARM;ASSY 2;GT-2530;120;P-PBS-A04;N36;3;TOP;5;100;1 - Full JIT;08-Apr-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-46299-00;9004A-46299-00;CLAMP;ASSY 2;AX-2083;500;P-PBS-A05;N01;1;TOP;10;34;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;68614-BZ020-00;68614-BZ020-00;SPACER BACK DOOR CHECK ARM;ASSY 2;GT-2105;100;P-PBS-A05;N02;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;68619-BZ010-00;68619-BZ010-00;HOLDER BACK DOOR CHECK ARM;ASSY 2;GT-2106;100;P-PBS-A05;N03;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;68650-B5010-00;68650-B5010-00;CHECK ASSY BACK DOOR;ASSY 2;TG-0120;25;P-PBS-A05;N04;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-95025-00;9004A-95025-00;PLUG HOLE;ASSY 2;AX-0220;700;P-PBS-A05;N05;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;77293-BZ012-00;77293-BZ012-00;SHIELD FUEL TANK FILLER PIPE NO.3;ASSY 2;NX-2384;25;P-PBS-A05;N06;1;TOP;12;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;77366-B2050-00;77366-B2050-00;SPRING FUEL FILLER OPENING LID HINGE;ASSY 2;XN-0294;500;P-PBS-A05;N07;1;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-18039-00;9004A-18039-00;GROMMET SCREW;ASSY 2;NX-3723;2000;P-PBS-A05;N08;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;84518-BZ020-00;84518-BZ020-00;HOLDER SWITCH COVER;ASSY 2;NX-3305;80;P-PBS-A05;N09;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75776-BZ041-00;75776-BZ041-00;COVER HOOD FR MOULDING END LH;ASSY 2;GT-4130;100;P-PBS-A05;N10;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;53326-BZ010-00;53326-BZ010-00;CLIP HOOD MOULDING;ASSY 2;GT-1977;400;P-PBS-A05;N11;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75776-BZ030-00;75776-BZ030-00;COVER HOOD FR MOULDING END LH;ASSY 2;GT-2124;100;P-PBS-A05;N12;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75775-BZ021-00;75775-BZ021-00;COVER HOOD FR MOULDING END RH;ASSY 2;GT-4129;100;P-PBS-A05;N13;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;75775-BZ010-00;75775-BZ010-00;COVER HOOD FR MOULDING END RH;ASSY 2;GT-2123;100;P-PBS-A05;N14;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;52562-BZ010-00;52562-BZ010-00;RETAINER RR BUMPER UPR RH                       ;ASSY 2;NX-0302;24;P-PBS-A05;N15;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;52155-BZ120-00;52155-BZ120-00;SUPPORT RR BUMPER SIDE RH                       ;ASSY 2;NX-0276;28;P-PBS-A05;N16;1;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;52156-BZ120-00;52156-BZ120-00;SUPPORT RR BUMPER SIDE LH                       ;ASSY 2;NX-0277;28;P-PBS-A05;N17;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;52563-BZ010-00;52563-BZ010-00;RETAINER RR BUMPER UPR LH                       ;ASSY 2;NX-0303;24;P-PBS-A05;N18;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;53384-BZ020-00;53384-BZ020-00;CUSHION HOOD CTR;ASSY 2;TR-3777;2000;P-PBS-A05;N19;2;TOP;10;100;4 - Schedule;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;88718-87402-00;88718-87402-00;CLAMP;ASSY 2;TG-0988;250;P-PBS-A05;N20;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-95048-00;9004A-95048-00;PLUG HOLE;ASSY 2;AX-1897;1500;P-PBS-A05;N21;2;TOP;5;17;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;85381-BZ110-00;85381-BZ110-00;NOZZLE FR WASHER RH;ASSY 2;GT-2199;100;P-PBS-A05;N22;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-95067-00;9004A-95067-00;PLUG HOLE;ASSY 2;GT-4537;400;P-PBS-A05;N23;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-48053-00;9004A-48053-00;GROMMET;ASSY 2;AX-2962;500;P-PBS-A05;N24;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-35010-00;9004A-35010-00;COVER HOLE;ASSY 2;NX-4509;300;P-PBS-A05;N25;2;TOP;6;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;90048-71238-00;90048-71238-00;PLUG HOLE;ASSY 2;XN-0441;1000;P-PBS-A05;N26;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
13/09/2019 09:00;9004A-48017-00;9004A-48017-00;GROMMET                                           ;ASSY 2;TR-0291;40;P-PBS-A05;N27;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;A;PRODUCTION;PTDL;PBS Production
