tanggal_entry;PARTNO_INDUK;Part No.;Part Name;Shop Code;Job No.;Qty/Kbn;Rack Address;Hole Address;Rack Layer;Position;Cap Hole;Ratio;Part Remark;Implementation Date;Type;Code Area;Area;Zone;POS
13/09/2019 09:00;69820-BZ171-00;69820-BZ171-00;REGULATOR ASSY FR DOOR POWER WINDOW LH;ASSY 2;NX-2428;6;S-DRL-D06;N05;3;TOP;12;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69810-BZ181-00;69810-BZ181-00;REGULATOR ASSY FR DOOR POWER WINDOW RH;ASSY 2;NX-2427;6;S-DRL-D06;N06;3;TOP;12;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;84801-BZ070-B0;84801-BZ070-B0;SWITCH SET POWER WINDOW;ASSY 2;GT-3543;5;S-DRL-D07;N01;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;74236-BZ010-00;74236-BZ010-00;PLATE FR DOOR ARMREST BASE FINISH LH;ASSY 2;GT-2117;24;S-DRL-D07;N02;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ260-00;69220-BZ260-00;HANDLE ASSY FR DOOR OUTSIDE LH                  ;ASSY 2;GT-3839;16;S-DRL-D07;N03;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69280-BZ012-B0;69280-BZ012-B0;HANDLE ASSY DOOR INSIDE LH;ASSY 2;GT-3820;40;S-DRL-D07;N04;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69820-BZ121-00;69820-BZ121-00;REGULATOR ASSY FR DOOR WINDOW LH;ASSY 2;GT-2211;8;S-DRL-D07;N05;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;86160-BZ110-00;86160-BZ110-00;SPEAKER ASSY RADIO;ASSY 2;GT-1075;15;S-DRL-D07;N06;3;TOP;6;25;1 - Full JIT;30-Jul-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69820-BZ131-00;69820-BZ131-00;REGULATOR ASSY FR DOOR WINDOW LH;ASSY 2;GT-2212;8;S-DRL-D07;N07;3;TOP;6;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67831-BZ180-00;67831-BZ180-00;COVER FR DOOR SERVICE HOLE;ASSY 2;GT-0549;20;S-DRL-D08;N01;1;TOP;4;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ170-B1;69220-BZ170-B1;HANDLE ASSY FR DOOR OUTSIDE LH                  ;ASSY 2;GT-0647;8;S-DRL-D08;N02;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ170-B4;69220-BZ170-B4;HANDLE ASSY FR DOOR OUTSIDE LH                  ;ASSY 2;GT-4455;8;S-DRL-D08;N03;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ170-A0;69220-BZ170-A0;HANDLE ASSY FR DOOR OUTSIDE LH                  ;ASSY 2;GT-3040;8;S-DRL-D08;N04;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ380-B0;69220-BZ380-B0;HANDLE ASSY FR DOOR OUTSIDE LH(1E7)             ;ASSY 2;NX-4693;6;S-DRL-D08;N05;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ380-D0;69220-BZ380-D0;HANDLE ASSY FR DOOR OUTSIDE LH(3Q3)             ;ASSY 2;NX-4725;6;S-DRL-D08;N06;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ380-A0;69220-BZ380-A0;HANDLE ASSY FR DOOR OUTSIDE LH(W09)             ;ASSY 2;NX-4794;6;S-DRL-D08;N07;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ380-C0;69220-BZ380-C0;HANDLE ASSY FR DOOR OUTSIDE LH(X12)             ;ASSY 2;NX-4820;6;S-DRL-D08;N08;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ170-C1;69220-BZ170-C1;HANDLE ASSY FR DOOR OUTSIDE LH                  ;ASSY 2;GT-3463;8;S-DRL-D08;N09;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;86150-BZ090-00;86150-BZ090-00;SPEAKER ASSY W/GRILL;ASSY 2;GT-1074;28;S-DRL-D08;N10;2;TOP;6;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67625-BZ080-00;67625-BZ080-00;BRACKET DOOR TRIM NO.1 RH;ASSY 2;GT-0529;100;S-DRL-D08;N11;2;TOP;3;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67831-BZ170-00;67831-BZ170-00;COVER FR DOOR SERVICE HOLE;ASSY 2;GT-0548;20;S-DRL-D08;N12;2;TOP;6;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;74232-BZ070-B1;74232-BZ070-B1;PANEL FR DOOR ARMREST BASE UPR LH;ASSY 2;GT-4041;6;S-DRL-D08;N13;3;TOP;6;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69280-BZ052-B0;69280-BZ052-B0;HANDLE ASSY DOOR INSIDE LH;ASSY 2;AA-0695;40;S-DRL-D08;N14;3;TOP;12;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;74232-BZ120-B1;74232-BZ120-B1;PANEL FR DOOR ARMREST BASE UPR LH;ASSY 2;GT-4042;6;S-DRL-D08;N15;4;TOP;6;100;1 - Full JIT;17-May-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69320-BZ070-00;69320-BZ070-00;LOCK ASSY FR DOOR LH                            ;ASSY 2;GT-0677;8;S-DRL-D08;N16;4;TOP;6;100;1 - Full JIT;17-May-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;82152-BZ410-00;82152-BZ410-00;WIRE FR DOOR LH;ASSY 2;GT-0966;15;S-DRL-D08;N17;4;TOP;6;100;1 - Full JIT;17-May-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;82152-BZ390-00;82152-BZ390-00;WIRE FR DOOR LH;ASSY 2;GT-0964;10;S-DRL-D08;N18;4;TOP;3;100;1 - Full JIT;17-May-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;84810-87104-00;84810-87104-00;SWITCH ASSY POWER WINDOW REGULATOR;ASSY 2;TG-0994;100;S-DRL-D08;N19;4;TOP;3;100;1 - Full JIT;17-May-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69210-BZ200-D1;69210-BZ200-D1;HANDLE ASSY FR DOOR OUTSIDE RH                  ;ASSY 2;NX-3045;6;S-DRL-D09;N02;1;TOP;12;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69210-BZ200-E0;69210-BZ200-E0;HANDLE ASSY FR DOOR OUTSIDE RH (T23)            ;ASSY 2;NX-0696;6;S-DRL-D09;N03;1;TOP;12;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ200-E0;69220-BZ200-E0;HANDLE ASSY FR DOOR OUTSIDE LH (T23)            ;ASSY 2;NX-0704;6;S-DRL-D09;N04;2;TOP;12;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ200-D1;69220-BZ200-D1;HANDLE ASSY FR DOOR OUTSIDE LH                  ;ASSY 2;NX-3049;6;S-DRL-D09;N05;2;TOP;12;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ200-J4;69220-BZ200-J4;HANDLE ASSY FR DOOR OUTSIDE LH                  ;ASSY 2;NX-4764;6;S-DRL-D09;N07;3;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69210-BZ200-J4;69210-BZ200-J4;HANDLE ASSY FR DOOR OUTSIDE RH                  ;ASSY 2;NX-4763;6;S-DRL-D09;N08;3;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68142-BZ100-00;68142-BZ100-00;RUN RR DOOR GLASS RH;ASSY 2;NX-0679;20;S-DRL-D09;N09;3;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67841-BZ240-00;67841-BZ240-00;COVER RR DOOR SERVICE HOLE RH;ASSY 2;NX-0647;60;S-DRL-D10;N01;1;TOP;4;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69270-BZ091-C0;69270-BZ091-C0;HANDLE ASSY DOOR INSIDE RH;ASSY 2;NT-0615;20;S-DRL-D10;N02;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67841-BZ230-00;67841-BZ230-00;COVER RR DOOR SERVICE HOLE RH;ASSY 2;NX-0646;60;S-DRL-D10;N03;1;TOP;4;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69270-BZ130-C0;69270-BZ130-C0;HANDLE ASSY DOOR INSIDE RH;ASSY 2;NT-0616;20;S-DRL-D10;N04;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68180-BZ040-00;68180-BZ040-00;WEATHERSTRIP ASSY RR DOOR GLASS OUT RH;ASSY 2;NX-0683;24;S-DRL-D10;N05;2;TOP;5;100;1 - Full JIT;15-Oct-2018;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67871-BZ190-00;67871-BZ190-00;WEATHERSTRIP RR DOOR RH;ASSY 2;NX-3034;12;S-DRL-D10;N06;3;TOP;12;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;86160-BZ110-00;86160-BZ110-00;SPEAKER ASSY RADIO;ASSY 2;GT-1075;15;S-DRL-D10;N07;3;TOP;6;25;1 - Full JIT;30-Jul-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68630-BZ120-00;68630-BZ120-00;CHECK ASSY RR DOOR RH                           ;ASSY 2;NX-0687;10;S-DRL-D11;N01;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;86160-BZ180-00;86160-BZ180-00;SPEAKER ASSY RADIO;ASSY 2;NX-1953;15;S-DRL-D11;N02;1;TOP;10;25;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67664-BZ010-00;67664-BZ010-00;GARNISH DOOR FRAME UPR LH;ASSY 2;GT-0540;15;S-DRL-D11;N03;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69260-87Z03-B0;69260-87Z03-B0;HANDLE ASSY DOOR WINDOW REGULATOR;ASSY 2;AX-0442;80;S-DRL-D11;N04;2;TOP;6;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;74611-87201-B2;74611-87201-B2;GRIP ASSIST;ASSY 2;TG-1079;60;S-DRL-D11;N05;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69270-BZ091-E1;69270-BZ091-E1;HANDLE ASSY DOOR INSIDE RH;ASSY 2;NX-4399;20;S-DRL-D11;N06;2;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67485-BZ040-00;67485-BZ040-00;SEAL RR DOOR DIVISION BAR INSIDE RH;ASSY 2;NX-0620;32;S-DRL-D11;N07;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;82153-BZ250-00;82153-BZ250-00;WIRE RR DOOR NO.1;ASSY 2;NX-0990;20;S-DRL-D11;N08;3;TOP;6;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;86160-BZ240-00;86160-BZ240-00;SPEAKER ASSY RADIO;ASSY 2;NX-3661;15;S-DRL-D11;N09;3;TOP;12;25;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68151-BZ060-00;68151-BZ060-00;RUN FR DOOR GLASS LH;ASSY 2;GT-0578;12;S-DRL-D11;N10;3;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69210-BZ200-B3;69210-BZ200-B3;HANDLE ASSY FR DOOR OUTSIDE RH                  ;ASSY 2;NX-3044;6;S-DRL-D12;N01;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69210-BZ200-B1;69210-BZ200-B1;HANDLE ASSY FR DOOR OUTSIDE RH (1E7)            ;ASSY 2;NX-0692;6;S-DRL-D12;N02;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69210-BZ200-C0;69210-BZ200-C0;HANDLE ASSY FR DOOR OUTSIDE RH (X12)            ;ASSY 2;NX-0694;6;S-DRL-D12;N03;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69210-BZ200-A0;69210-BZ200-A0;HANDLE ASSY FR DOOR OUTSIDE RH (W09)            ;ASSY 2;NX-0690;6;S-DRL-D12;N04;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ200-B3;69220-BZ200-B3;HANDLE ASSY FR DOOR OUTSIDE LH                  ;ASSY 2;NX-3048;6;S-DRL-D12;N05;2;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ200-B1;69220-BZ200-B1;HANDLE ASSY FR DOOR OUTSIDE LH (1E7)            ;ASSY 2;NX-0700;6;S-DRL-D12;N06;2;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ200-A0;69220-BZ200-A0;HANDLE ASSY FR DOOR OUTSIDE LH (W09)            ;ASSY 2;NX-0698;6;S-DRL-D12;N07;2;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ200-C0;69220-BZ200-C0;HANDLE ASSY FR DOOR OUTSIDE LH (X12)            ;ASSY 2;NX-0702;6;S-DRL-D12;N08;2;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;74641-BZ170-B1;74641-BZ170-B1;GRIP DOOR ASSIST RH                             ;ASSY 2;NX-3106;4;S-DRL-D12;N09;3;TOP;12;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;74641-BZ150-C1;74641-BZ150-C1;GRIP DOOR ASSIST RH                             ;ASSY 2;NX-3104;4;S-DRL-D12;N10;3;TOP;6;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;84810-BZ090-00;84810-BZ090-00;SWITCH ASSY POWER WINDOW REGULATOR;ASSY 2;NX-1329;24;S-DRL-D12;N11;3;TOP;10;34;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69210-BZ200-A1;69210-BZ200-A1;HANDLE ASSY FR DOOR OUTSIDE RH                  ;ASSY 2;NX-4811;6;S-DRL-D12;N12;3;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69220-BZ200-A1;69220-BZ200-A1;HANDLE ASSY FR DOOR OUTSIDE LH                  ;ASSY 2;NX-4812;6;S-DRL-D12;N13;3;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69272-BZ040-B0;69272-BZ040-B0;HANDLE DOOR INSIDE LH;ASSY 2;GT-0670;60;S-DRL-D13;N01;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69267-BZ010-00;69267-BZ010-00;GARNISH DOOR WINDOW REGULATOR HANDLE;ASSY 2;GT-0668;150;S-DRL-D13;N02;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;82153-BZ150-00;82153-BZ150-00;WIRE RR DOOR NO.1;ASSY 2;GT-0967;25;S-DRL-D13;N03;1;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69260-87Z05-B0;69260-87Z05-B0;HANDLE ASSY DOOR WINDOW REGULATOR;ASSY 2;ZL-0385;80;S-DRL-D13;N04;1;TOP;4;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;84262-B5070-00;84262-B5070-00;JUNCTION SLIDE DOOR CONTROL FEMALE;ASSY 2;TG-0995;15;S-DRL-D13;N05;1;TOP;9;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69230-BZ011-00;69230-BZ011-00;HANDLE ASSY RR DOOR OUTSIDE RH                  ;ASSY 2;GT-4332;8;S-DRL-D13;N06;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68371-BZ010-00;68371-BZ010-00;BRACKET SLIDE DOOR CATCH RH;ASSY 2;GT-3613;420;S-DRL-D13;N07;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69480-97501-00;69480-97501-00;CATCH ASSY SLIDE DOOR OPEN;ASSY 2;TG-0138;36;S-DRL-D13;N08;2;TOP;5;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69630-B5040-00;69630-B5040-00;CONTROL ASSY SLIDE DOOR LOCK REMOTE RH;ASSY 2;TG-0139;20;S-DRL-D13;N09;2;TOP;5;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67841-BZ140-00;67841-BZ140-00;COVER RR DOOR SERVICE HOLE RH;ASSY 2;GT-0550;60;S-DRL-D13;N10;2;TOP;4;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68142-BZ060-00;68142-BZ060-00;RUN RR DOOR WINDOW RH;ASSY 2;GT-0575;12;S-DRL-D13;N11;3;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68173-BZ080-00;68173-BZ080-00;WEATHERSTRIP RR DOOR GLASS INNER RH;ASSY 2;GT-0588;40;S-DRL-D13;N12;3;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69830-BZ140-00;69830-BZ140-00;REGULATOR ASSY RR DOOR WINDOW RH;ASSY 2;GT-0696;8;S-DRL-D13;N13;3;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68163-BZ070-00;68163-BZ070-00;WEATHERSTRIP RR DOOR GLASS OUTER RH;ASSY 2;GT-0582;80;S-DRL-D13;N14;3;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68145-BZ010-00;68145-BZ010-00;RUN RR DOOR GLASS LWR RR;ASSY 2;GT-0577;25;S-DRL-D14;N01;1;TOP;10;50;1 - Full JIT;15-Oct-2018;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69230-BZ021-B1;69230-BZ021-B1;HANDLE ASSY RR DOOR OUTSIDE RH                  ;ASSY 2;GT-4334;8;S-DRL-D14;N02;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69272-BZ040-B1;69272-BZ040-B1;HANDLE DOOR INSIDE LH;ASSY 2;GT-3920;60;S-DRL-D14;N03;1;TOP;10;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69230-BZ021-B4;69230-BZ021-B4;HANDLE ASSY RR DOOR OUTSIDE RH                  ;ASSY 2;GT-4456;8;S-DRL-D14;N04;1;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;84262-B5040-00;84262-B5040-00;JUNCTION SLIDE DOOR CONTROL FEMALE;ASSY 2;TG-0175;15;S-DRL-D14;N05;2;TOP;6;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69230-BZ021-C1;69230-BZ021-C1;HANDLE ASSY RR DOOR OUTSIDE RH                  ;ASSY 2;GT-4336;8;S-DRL-D14;N06;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;67841-BZ170-00;67841-BZ170-00;COVER RR DOOR SERVICE HOLE RH;ASSY 2;GT-0551;40;S-DRL-D14;N07;2;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69630-B5050-00;69630-B5050-00;CONTROL ASSY SLIDE DOOR LOCK REMOTE RH;ASSY 2;TG-1017;20;S-DRL-D14;N08;2;TOP;6;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69230-BZ021-A0;69230-BZ021-A0;HANDLE ASSY RR DOOR OUTSIDE RH                  ;ASSY 2;GT-4333;8;S-DRL-D14;N09;2;TOP;10;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69830-BZ130-00;69830-BZ130-00;REGULATOR ASSY RR DOOR WINDOW RH;ASSY 2;GT-0695;8;S-DRL-D14;N10;3;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;68173-BZ090-00;68173-BZ090-00;WEATHERSTRIP RR DOOR GLASS INNER;ASSY 2;GT-0589;40;S-DRL-D14;N11;3;TOP;4;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69830-BZ150-00;69830-BZ150-00;REGULATOR ASSY RR DOOR WINDOW RH;ASSY 2;GT-0697;8;S-DRL-D14;N12;3;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;SPS;SPS Door less LH
13/09/2019 09:00;69759-87Z02-00;69759-87Z02-00;SILENCER DOOR LOCK LINK;ASSY 2;ZL-0367;360;S-DRL-D15;N01;1;TOP;2;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;90148-60083-00;90148-60083-00;SCREW HEX LOBULAR;ASSY 2;CA-1070;1500;S-DRL-D15;N02;1;TOP;3;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;68332-B5020-00;68332-B5020-00;ROLLER SLIDE DOOR CTR;ASSY 2;TG-1426;2000;S-DRL-D15;N03;1;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;90043-63266-00;90043-63266-00;BEARING RADIAL BALL;ASSY 2;TG-0950;800;S-DRL-D15;N04;1;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;90048-71220-00;90048-71220-00;PLUG HOLE;ASSY 2;TG-0322;250;S-DRL-D15;N05;2;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;9004A-11199-00;9004A-11199-00;BOLT W/WASHER;ASSY 2;TR-2188;2000;S-DRL-D15;N06;2;TOP;2;34;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;9004A-15067-00;9004A-15067-00;SCREW W/WASHER;ASSY 2;GT-4999;1300;S-DRL-D15;N07;2;TOP;3;100;1 - Full JIT;16-Apr-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;91621-40610-00;91621-40610-00;BOLT W/WASHER;ASSY 2;TG-0402;1500;S-DRL-D15;N08;2;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;68759-B5010-00;68759-B5010-00;SPACER CTR DOOR HINGE;ASSY 2;TG-1219;500;S-DRL-D15;N09;3;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;69749-BZ050-00;69749-BZ050-00;CLAMP DOOR LOCK LINK;ASSY 2;GT-0689;200;S-DRL-D15;N10;3;TOP;2;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;9004A-17177-00;9004A-17177-00;NUT;ASSY 2;TR-3829;3000;S-DRL-D15;N11;3;TOP;2;50;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;69749-BZ080-00;69749-BZ080-00;CLAMP DOOR LOCK LINK;ASSY 2;AX-2755;500;S-DRL-D15;N12;3;TOP;2;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;91621-60612-00;91621-60612-00;BOLT W/WASHER;ASSY 2;TG-1471;2000;S-DRL-D15;N13;4;TOP;3;100;1 - Full JIT;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
13/09/2019 09:00;9004A-24054-00;9004A-24054-00;PIN W/ HEAD;ASSY 2;GT-4811;1600;S-DRL-D15;N14;4;TOP;2;100;4 - Schedule;24-Mar-2019;ADD;D;SPS;PTDL;S/A Door Line
